dialogue_index,face_index,image_path,frame_path,timestamp_seconds,dialogue_text,speaker,is_llm_confident,scene_number,detection_confidence,face_x,face_y,face_width,face_height,blur_score,series,season,episode,episode_code
271,2,data/GA/S01/E01/dialogue_faces/dialogue_0271_face_02.png,data/GA/S01/E01/dialogue_frames/dialogue_0271_frame.png,873.8050000000001,"Come on, George.",Dr. Isobel Stevens,False,11,1.0,806,223,374,459,12.576168591283977,GA,S01,E01,GAS01E01
272,0,data/GA/S01/E01/dialogue_faces/dialogue_0272_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0272_frame.png,876.002,Today. Pull your balls out of your back pocket. Let's go.,Dr. Alex Karev,False,11,1.0,473,57,569,748,14.530581281302426,GA,S01,E01,GAS01E01
276,0,data/GA/S01/E01/dialogue_faces/dialogue_0276_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0276_frame.png,886.303,Get out of the way.,Dr. Preston Burke,True,11,1.0,605,305,467,533,11.73884820815701,GA,S01,E01,GAS01E01
278,0,data/GA/S01/E01/dialogue_faces/dialogue_0278_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0278_frame.png,889.4010000000001,Get him out of here.,Dr. Preston Burke,True,11,1.0,562,255,190,261,37.39490529882697,GA,S01,E01,GAS01E01
280,0,data/GA/S01/E01/dialogue_faces/dialogue_0280_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0280_frame.png,896.028,"- He's 007. - 007, yep.",Cristina Yang and Alex Karev,False,11,1.0,603,146,307,379,10.937385348800383,GA,S01,E01,GAS01E01
281,0,data/GA/S01/E01/dialogue_faces/dialogue_0281_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0281_frame.png,898.526,"- A total 007. - What's ""007"" mean?",Dr. Cristina Yang,False,11,1.0,816,290,432,563,10.591700539969526,GA,S01,E01,GAS01E01
282,0,data/GA/S01/E01/dialogue_faces/dialogue_0282_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0282_frame.png,900.442,License to kill.,Dr. Cristina Yang,False,11,1.0,584,18,521,803,9.57752440608233,GA,S01,E01,GAS01E01
282,1,data/GA/S01/E01/dialogue_faces/dialogue_0282_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0282_frame.png,900.442,License to kill.,Dr. Cristina Yang,False,11,1.0,1035,292,427,553,6.859617905786155,GA,S01,E01,GAS01E01
286,0,data/GA/S01/E01/dialogue_faces/dialogue_0286_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0286_frame.png,919.9359999999999,"How many times do we have to go through this, George? 5, 10?",Dr. Cristina Yang,False,12,1.0,1156,167,204,312,21.539446785201356,GA,S01,E01,GAS01E01
286,1,data/GA/S01/E01/dialogue_faces/dialogue_0286_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0286_frame.png,919.9359999999999,"How many times do we have to go through this, George? 5, 10?",Dr. Cristina Yang,False,12,0.99,1389,700,334,378,11.52071285767093,GA,S01,E01,GAS01E01
292,0,data/GA/S01/E01/dialogue_faces/dialogue_0292_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0292_frame.png,929.1395,Yes.,Dr. George O'Malley,True,12,1.0,802,161,465,597,9.797435898254635,GA,S01,E01,GAS01E01
294,0,data/GA/S01/E01/dialogue_faces/dialogue_0294_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0294_frame.png,932.896,Says the girl who finished first in her class at Stanford.,Dr. George O'Malley,True,12,1.0,901,181,184,245,12.428850699228983,GA,S01,E01,GAS01E01
295,0,data/GA/S01/E01/dialogue_faces/dialogue_0295_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0295_frame.png,939.609,"Oh, man. It's 911 for Katie Bryce.",Dr. Meredith Grey,True,12,1.0,1723,59,193,274,15.538241820554749,GA,S01,E01,GAS01E01
296,0,data/GA/S01/E01/dialogue_faces/dialogue_0296_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0296_frame.png,943.2175,I got to go.,Dr. Meredith Grey,True,12,1.0,872,204,203,268,14.32636135201889,GA,S01,E01,GAS01E01
299,0,data/GA/S01/E01/dialogue_faces/dialogue_0299_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0299_frame.png,957.7105,Surgery is hot. It's the marines. It's macho. It's hostile. It's hard-core.,Dr. Cristina Yang,False,12,1.0,272,745,207,278,17.28993528831002,GA,S01,E01,GAS01E01
301,0,data/GA/S01/E01/dialogue_faces/dialogue_0301_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0301_frame.png,968.1365000000001,I've got to get my own place.,Dr. George O'Malley,True,12,1.0,857,158,289,409,16.22104089605306,GA,S01,E01,GAS01E01
304,0,data/GA/S01/E01/dialogue_faces/dialogue_0304_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0304_frame.png,982.9825000000001,"You're okay? The nurse paged me ""911.""",Dr. Meredith Grey,True,12,1.0,958,217,215,294,12.243796165626641,GA,S01,E01,GAS01E01
306,0,data/GA/S01/E01/dialogue_faces/dialogue_0306_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0306_frame.png,989.6955,Wait.,Dr. Meredith Grey,True,12,1.0,1022,68,267,379,14.63696519759522,GA,S01,E01,GAS01E01
307,0,data/GA/S01/E01/dialogue_faces/dialogue_0307_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0307_frame.png,991.037,There's nothing wrong with you?,Dr. Meredith Grey,True,12,1.0,1043,185,271,359,12.697277349664741,GA,S01,E01,GAS01E01
308,0,data/GA/S01/E01/dialogue_faces/dialogue_0308_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0308_frame.png,992.1755,I'm bored.,Katie Bryce,True,12,1.0,606,111,217,293,21.47783884314347,GA,S01,E01,GAS01E01
309,0,data/GA/S01/E01/dialogue_faces/dialogue_0309_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0309_frame.png,995.235,You little...,Dr. Meredith Grey,True,12,1.0,990,136,264,359,10.846263085967628,GA,S01,E01,GAS01E01
310,0,data/GA/S01/E01/dialogue_faces/dialogue_0310_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0310_frame.png,998.0025,- I'm not a cruise director. - You don't have to wig out.,Dr. Meredith Grey,False,12,1.0,864,45,273,354,10.64976881384974,GA,S01,E01,GAS01E01
315,0,data/GA/S01/E01/dialogue_faces/dialogue_0315_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0315_frame.png,1015.0245,There are sick people here.,Dr. Meredith Grey,True,12,1.0,1018,69,455,574,11.539210596844335,GA,S01,E01,GAS01E01
316,0,data/GA/S01/E01/dialogue_faces/dialogue_0316_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0316_frame.png,1017.3715,"Go to sleep, and stop wasting my time.",Dr. Meredith Grey,True,12,1.0,1021,82,438,593,11.14679916109301,GA,S01,E01,GAS01E01
318,0,data/GA/S01/E01/dialogue_faces/dialogue_0318_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0318_frame.png,1022.1005,"That's called ""thinking.""",Dr. Meredith Grey,True,12,1.0,873,168,184,262,11.628202067668065,GA,S01,E01,GAS01E01
323,0,data/GA/S01/E01/dialogue_faces/dialogue_0323_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0323_frame.png,1044.684,So start one.,Nurse,False,12,1.0,1103,291,182,235,13.24964823312085,GA,S01,E01,GAS01E01
324,0,data/GA/S01/E01/dialogue_faces/dialogue_0324_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0324_frame.png,1046.8220000000001,You don't know how.,Dr. George O'Malley,False,12,1.0,1174,290,183,244,12.674293621553886,GA,S01,E01,GAS01E01
325,0,data/GA/S01/E01/dialogue_faces/dialogue_0325_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0325_frame.png,1048.4724999999999,I've never done one.,Dr. Isobel Stevens,False,12,1.0,1182,287,182,241,13.159552996811344,GA,S01,E01,GAS01E01
326,0,data/GA/S01/E01/dialogue_faces/dialogue_0326_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0326_frame.png,1051.289,"Well, you know what that means.",Nurse,False,12,1.0,1207,252,183,256,13.457551017746644,GA,S01,E01,GAS01E01
327,0,data/GA/S01/E01/dialogue_faces/dialogue_0327_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0327_frame.png,1055.062,Can't we just page someone else?,Dr. George O'Malley,False,12,1.0,1142,263,239,323,9.72598085767481,GA,S01,E01,GAS01E01
328,0,data/GA/S01/E01/dialogue_faces/dialogue_0328_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0328_frame.png,1056.666,She's the on-call resident.,Nurse,False,12,1.0,1118,235,248,337,8.800102097359359,GA,S01,E01,GAS01E01
329,0,data/GA/S01/E01/dialogue_faces/dialogue_0329_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0329_frame.png,1059.1585,Okay.,Dr. George O'Malley,False,12,1.0,1494,317,290,372,7.460187999837608,GA,S01,E01,GAS01E01
329,1,data/GA/S01/E01/dialogue_faces/dialogue_0329_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0329_frame.png,1059.1585,Okay.,Dr. George O'Malley,False,12,1.0,365,28,312,407,12.145132861924006,GA,S01,E01,GAS01E01
330,0,data/GA/S01/E01/dialogue_faces/dialogue_0330_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0330_frame.png,1061.3125,"Okay, I'll just - I'll wake her.",Dr. Isobel Stevens,False,12,1.0,705,98,294,414,9.642189730470722,GA,S01,E01,GAS01E01
335,0,data/GA/S01/E01/dialogue_faces/dialogue_0335_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0335_frame.png,1088.5425,What is it?!,Dr. Miranda Bailey,True,12,1.0,989,80,370,474,12.549827372077708,GA,S01,E01,GAS01E01
337,0,data/GA/S01/E01/dialogue_faces/dialogue_0337_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0337_frame.png,1107.827,Here. Take these to the lab.,Dr. Miranda Bailey,True,12,1.0,885,192,249,329,8.923588084788197,GA,S01,E01,GAS01E01
345,0,data/GA/S01/E01/dialogue_faces/dialogue_0345_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0345_frame.png,1133.7910000000002,"God, I hate nurses.",Dr. Alex Karev,True,17,1.0,1477,308,275,340,11.022438396181025,GA,S01,E01,GAS01E01
347,0,data/GA/S01/E01/dialogue_faces/dialogue_0347_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0347_frame.png,1140.365,"I'm with Jeremy. You're with the Nazi, right?",Dr. Alex Karev,True,17,1.0,1283,121,341,520,6.397324550350297,GA,S01,E01,GAS01E01
349,0,data/GA/S01/E01/dialogue_faces/dialogue_0349_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0349_frame.png,1146.346,"Like I said, I hate nurses.",Dr. Alex Karev,True,17,1.0,640,13,353,493,6.132883622724724,GA,S01,E01,GAS01E01
349,1,data/GA/S01/E01/dialogue_faces/dialogue_0349_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0349_frame.png,1146.346,"Like I said, I hate nurses.",Dr. Alex Karev,True,17,1.0,1206,220,365,544,8.881995419818892,GA,S01,E01,GAS01E01
350,0,data/GA/S01/E01/dialogue_faces/dialogue_0350_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0350_frame.png,1149.0205,What did you just say?,Dr. Isobel Stevens,False,17,1.0,600,70,364,549,9.379232912964648,GA,S01,E01,GAS01E01
355,0,data/GA/S01/E01/dialogue_faces/dialogue_0355_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0355_frame.png,1162.577,I don't know.,Dr. George O'Malley,False,17,1.0,525,344,286,258,10.162530785032741,GA,S01,E01,GAS01E01
359,0,data/GA/S01/E01/dialogue_faces/dialogue_0359_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0359_frame.png,1171.567,"but we're tight, and we hang out - really, only just today.",Dr. George O'Malley,True,17,1.0,650,302,310,398,10.531623736490543,GA,S01,E01,GAS01E01
360,0,data/GA/S01/E01/dialogue_faces/dialogue_0360_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0360_frame.png,1174.624,"- Dude. - Dude, stop talking.",Dr. Alex Karev,False,17,1.0,616,164,298,368,12.4324673005191,GA,S01,E01,GAS01E01
363,0,data/GA/S01/E01/dialogue_faces/dialogue_0363_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0363_frame.png,1196.2795,"Now, how do you want to proceed?",Nurse,False,17,1.0,383,0,597,733,5.880297580983217,GA,S01,E01,GAS01E01
364,0,data/GA/S01/E01/dialogue_faces/dialogue_0364_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0364_frame.png,1198.5345,"Dr. Grey, are you listening to me?!",Nurse,False,17,1.0,940,208,486,635,8.108818303769866,GA,S01,E01,GAS01E01
369,0,data/GA/S01/E01/dialogue_faces/dialogue_0369_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0369_frame.png,1219.2955,You paged Dr. Bailey and Dr. Shepherd?,Dr. Meredith Grey,False,17,1.0,964,147,427,565,10.564073415433157,GA,S01,E01,GAS01E01
370,0,data/GA/S01/E01/dialogue_faces/dialogue_0370_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0370_frame.png,1220.8695,Lorazepam's not working.,Nurse,False,17,1.0,953,118,231,263,10.22581511293805,GA,S01,E01,GAS01E01
371,0,data/GA/S01/E01/dialogue_faces/dialogue_0371_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0371_frame.png,1222.6844999999998,Phenobarbital - load her with phenobarbital.,Dr. Meredith Grey,True,17,1.0,687,0,567,664,7.566621097440045,GA,S01,E01,GAS01E01
372,0,data/GA/S01/E01/dialogue_faces/dialogue_0372_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0372_frame.png,1226.5590000000002,Pheno's in.,Nurse,True,17,0.99,431,396,292,295,5.597147965706287,GA,S01,E01,GAS01E01
374,0,data/GA/S01/E01/dialogue_faces/dialogue_0374_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0374_frame.png,1229.2640000000001,- You paged Dr. Shepherd? - I just told you.,Dr. Meredith Grey,False,17,1.0,1011,122,424,587,10.152926922639734,GA,S01,E01,GAS01E01
375,0,data/GA/S01/E01/dialogue_faces/dialogue_0375_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0375_frame.png,1232.2825,"Well, page him again, stat.",Dr. Meredith Grey,True,17,1.0,652,0,536,740,8.341934508702426,GA,S01,E01,GAS01E01
381,0,data/GA/S01/E01/dialogue_faces/dialogue_0381_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0381_frame.png,1252.0610000000001,Charge the pads to 200.,Dr. Meredith Grey,True,17,1.0,849,273,197,266,9.589364696710184,GA,S01,E01,GAS01E01
381,1,data/GA/S01/E01/dialogue_faces/dialogue_0381_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0381_frame.png,1252.0610000000001,Charge the pads to 200.,Dr. Meredith Grey,True,17,1.0,1130,358,256,344,13.497084531690298,GA,S01,E01,GAS01E01
384,0,data/GA/S01/E01/dialogue_faces/dialogue_0384_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0384_frame.png,1257.9724999999999,Still v-fib. Nothing.,Nurse,True,17,1.0,691,0,274,366,12.442447281825645,GA,S01,E01,GAS01E01
387,0,data/GA/S01/E01/dialogue_faces/dialogue_0387_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0387_frame.png,1261.034,Charge them to 300.,Dr. Meredith Grey,True,17,1.0,590,0,285,359,14.677331683651563,GA,S01,E01,GAS01E01
387,1,data/GA/S01/E01/dialogue_faces/dialogue_0387_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0387_frame.png,1261.034,Charge them to 300.,Dr. Meredith Grey,True,17,1.0,1389,154,281,382,11.474102088698645,GA,S01,E01,GAS01E01
387,2,data/GA/S01/E01/dialogue_faces/dialogue_0387_face_02.png,data/GA/S01/E01/dialogue_frames/dialogue_0387_frame.png,1261.034,Charge them to 300.,Dr. Meredith Grey,True,17,1.0,913,185,310,426,12.178138658583219,GA,S01,E01,GAS01E01
389,0,data/GA/S01/E01/dialogue_faces/dialogue_0389_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0389_frame.png,1264.298,27 seconds.,Nurse,True,17,1.0,814,85,228,304,17.613121032886617,GA,S01,E01,GAS01E01
390,0,data/GA/S01/E01/dialogue_faces/dialogue_0390_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0390_frame.png,1265.739,Charge to 360.,Dr. Meredith Grey,True,17,1.0,1697,268,221,348,6.790296746106194,GA,S01,E01,GAS01E01
393,0,data/GA/S01/E01/dialogue_faces/dialogue_0393_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0393_frame.png,1271.1415000000002,"At 60 seconds, you're supposed to admin her another drug.",Nurse,False,17,1.0,635,240,400,638,6.685176959237861,GA,S01,E01,GAS01E01
393,1,data/GA/S01/E01/dialogue_faces/dialogue_0393_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0393_frame.png,1271.1415000000002,"At 60 seconds, you're supposed to admin her another drug.",Nurse,False,17,1.0,1220,315,294,418,6.7484458274677115,GA,S01,E01,GAS01E01
394,0,data/GA/S01/E01/dialogue_faces/dialogue_0394_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0394_frame.png,1272.5645,Charge again!,Dr. Meredith Grey,False,17,1.0,649,168,443,645,9.745148229095632,GA,S01,E01,GAS01E01
394,1,data/GA/S01/E01/dialogue_faces/dialogue_0394_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0394_frame.png,1272.5645,Charge again!,Dr. Meredith Grey,False,17,1.0,1320,315,343,503,10.2573629732558,GA,S01,E01,GAS01E01
395,0,data/GA/S01/E01/dialogue_faces/dialogue_0395_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0395_frame.png,1275.089,Charge again.,Dr. Meredith Grey,False,17,1.0,441,254,290,390,10.819657990476495,GA,S01,E01,GAS01E01
395,1,data/GA/S01/E01/dialogue_faces/dialogue_0395_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0395_frame.png,1275.089,Charge again.,Dr. Meredith Grey,False,17,1.0,1038,104,323,413,14.443340384541386,GA,S01,E01,GAS01E01
397,0,data/GA/S01/E01/dialogue_faces/dialogue_0397_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0397_frame.png,1282.4005,I see sinus rhythm.,Nurse,True,17,1.0,747,93,246,264,25.023760794942493,GA,S01,E01,GAS01E01
402,0,data/GA/S01/E01/dialogue_faces/dialogue_0402_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0402_frame.png,1290.301,What the hell happened?,Dr. Miranda Bailey,False,17,1.0,688,68,203,295,10.106810282315317,GA,S01,E01,GAS01E01
403,0,data/GA/S01/E01/dialogue_faces/dialogue_0403_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0403_frame.png,1292.0845,"She had a seizure, and her heart stopped.",Dr. Meredith Grey,False,17,1.0,894,144,455,649,7.2228287445184,GA,S01,E01,GAS01E01
409,0,data/GA/S01/E01/dialogue_faces/dialogue_0409_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0409_frame.png,1308.346,"not in the 5 minutes it takes you to get to the emergency, immediately.",Dr. Miranda Bailey,True,17,1.0,891,183,243,321,10.630377418421164,GA,S01,E01,GAS01E01
410,0,data/GA/S01/E01/dialogue_faces/dialogue_0410_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0410_frame.png,1311.5465,"You're on my team, and if somebody dies, it's my ass.",Dr. Miranda Bailey,True,17,1.0,749,0,326,490,5.901532821660212,GA,S01,E01,GAS01E01
411,0,data/GA/S01/E01/dialogue_faces/dialogue_0411_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0411_frame.png,1315.8595,Meredith?,Dr. Miranda Bailey,True,17,1.0,41,144,289,337,9.656879535742728,GA,S01,E01,GAS01E01
420,0,data/GA/S01/E01/dialogue_faces/dialogue_0420_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0420_frame.png,1363.8519999999999,"- For now, Katie is stable, and - - Wait one damn minute.",,,17,1.0,506,119,195,262,9.544341959301207,GA,S01,E01,GAS01E01
420,1,data/GA/S01/E01/dialogue_faces/dialogue_0420_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0420_frame.png,1363.8519999999999,"- For now, Katie is stable, and - - Wait one damn minute.",,,17,1.0,1363,68,207,294,12.385614789247901,GA,S01,E01,GAS01E01
421,0,data/GA/S01/E01/dialogue_faces/dialogue_0421_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0421_frame.png,1368.2585,We came here because this hospital is supposed to be the best in Washington.,,,17,1.0,994,82,208,299,10.215950064373109,GA,S01,E01,GAS01E01
422,0,data/GA/S01/E01/dialogue_faces/dialogue_0422_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0422_frame.png,1372.5655000000002,That's my kid in there - my kid -,,,17,1.0,808,73,226,330,13.212974483768399,GA,S01,E01,GAS01E01
423,0,data/GA/S01/E01/dialogue_faces/dialogue_0423_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0423_frame.png,1375.5465,"and you have the audacity to stand here and tell me, ""I don't know.""",,,17,1.0,894,147,298,426,12.588230232003633,GA,S01,E01,GAS01E01
424,0,data/GA/S01/E01/dialogue_faces/dialogue_0424_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0424_frame.png,1377.2224999999999,Mr. Bryce -,,,17,1.0,634,130,499,689,6.8519091850078855,GA,S01,E01,GAS01E01
425,0,data/GA/S01/E01/dialogue_faces/dialogue_0425_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0425_frame.png,1379.3525,"No, I want someone else, a doctor who knows what they're doing.",,,17,1.0,645,119,494,680,7.298620069240608,GA,S01,E01,GAS01E01
426,0,data/GA/S01/E01/dialogue_faces/dialogue_0426_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0426_frame.png,1382.41,"You get me someone else, someone better than you.",,,17,1.0,666,185,491,690,6.323906475271481,GA,S01,E01,GAS01E01
427,0,data/GA/S01/E01/dialogue_faces/dialogue_0427_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0427_frame.png,1384.755,"Mr. Bryce, I assure you that I am working hard on Katie's case.",,,17,1.0,686,69,505,712,6.688506725550402,GA,S01,E01,GAS01E01
428,0,data/GA/S01/E01/dialogue_faces/dialogue_0428_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0428_frame.png,1387.4445,"No, you're not. If you were, you'd be able to give me some answers.",,,17,1.0,557,136,428,626,9.615614432491064,GA,S01,E01,GAS01E01
434,0,data/GA/S01/E01/dialogue_faces/dialogue_0434_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0434_frame.png,1403.8085,There are some risks.,,,17,1.0,983,147,284,345,14.012181300799798,GA,S01,E01,GAS01E01
438,0,data/GA/S01/E01/dialogue_faces/dialogue_0438_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0438_frame.png,1417.6815000000001,"No, Dr. Burke is very good.",,,17,1.0,716,178,203,289,20.55457456476155,GA,S01,E01,GAS01E01
439,0,data/GA/S01/E01/dialogue_faces/dialogue_0439_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0439_frame.png,1419.7649999999999,Don't worry.,,,17,1.0,773,228,207,283,20.48392151715271,GA,S01,E01,GAS01E01
443,0,data/GA/S01/E01/dialogue_faces/dialogue_0443_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0443_frame.png,1429.3065,You have nothing to worry about - I promise.,,,17,1.0,903,182,255,347,13.7186321482063,GA,S01,E01,GAS01E01
444,0,data/GA/S01/E01/dialogue_faces/dialogue_0444_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0444_frame.png,1432.895,I gotta go.,,,17,1.0,734,201,294,403,14.715321859693864,GA,S01,E01,GAS01E01
448,0,data/GA/S01/E01/dialogue_faces/dialogue_0448_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0448_frame.png,1444.4675,I'm sorry. I get mean when I'm tired.,,,17,1.0,1268,96,233,319,20.00023819828899,GA,S01,E01,GAS01E01
448,1,data/GA/S01/E01/dialogue_faces/dialogue_0448_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0448_frame.png,1444.4675,I'm sorry. I get mean when I'm tired.,,,17,1.0,422,227,254,350,12.836006764623324,GA,S01,E01,GAS01E01
449,0,data/GA/S01/E01/dialogue_faces/dialogue_0449_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0449_frame.png,1445.927,You know what?,,,17,1.0,550,350,269,386,13.191600733211796,GA,S01,E01,GAS01E01
449,1,data/GA/S01/E01/dialogue_faces/dialogue_0449_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0449_frame.png,1445.927,You know what?,,,17,1.0,994,89,217,306,10.697315992000226,GA,S01,E01,GAS01E01
450,0,data/GA/S01/E01/dialogue_faces/dialogue_0450_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0450_frame.png,1447.3305,I don't care.,,,17,1.0,535,367,272,384,14.098281365260405,GA,S01,E01,GAS01E01
450,1,data/GA/S01/E01/dialogue_faces/dialogue_0450_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0450_frame.png,1447.3305,I don't care.,,,17,1.0,900,60,243,330,13.355196183734645,GA,S01,E01,GAS01E01
451,0,data/GA/S01/E01/dialogue_faces/dialogue_0451_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0451_frame.png,1450.7655,"I comforted a family, and I got to hang out in the O.R. today. All is well.",,,17,1.0,962,45,217,321,10.492732195092264,GA,S01,E01,GAS01E01
451,1,data/GA/S01/E01/dialogue_faces/dialogue_0451_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0451_frame.png,1450.7655,"I comforted a family, and I got to hang out in the O.R. today. All is well.",,,17,1.0,470,393,279,371,15.331642212462583,GA,S01,E01,GAS01E01
452,0,data/GA/S01/E01/dialogue_faces/dialogue_0452_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0452_frame.png,1453.629,Does anybody know why we're here?,,,17,1.0,1280,92,245,307,15.330843570863486,GA,S01,E01,GAS01E01
453,0,data/GA/S01/E01/dialogue_faces/dialogue_0453_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0453_frame.png,1455.4879999999998,"Well, good morning.",,,17,1.0,1578,208,202,249,13.418401442167553,GA,S01,E01,GAS01E01
453,1,data/GA/S01/E01/dialogue_faces/dialogue_0453_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0453_frame.png,1455.4879999999998,"Well, good morning.",,,17,1.0,584,149,184,249,14.96949520686599,GA,S01,E01,GAS01E01
456,0,data/GA/S01/E01/dialogue_faces/dialogue_0456_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0456_frame.png,1463.435,"I've got this kid, Katie Bryce.",,,17,1.0,1038,88,185,248,15.924928146338578,GA,S01,E01,GAS01E01
456,1,data/GA/S01/E01/dialogue_faces/dialogue_0456_face_01.png,data/GA/S01/E01/dialogue_frames/dialogue_0456_frame.png,1463.435,"I've got this kid, Katie Bryce.",,,17,1.0,588,175,239,372,13.720097725026042,GA,S01,E01,GAS01E01
457,0,data/GA/S01/E01/dialogue_faces/dialogue_0457_face_00.png,data/GA/S01/E01/dialogue_frames/dialogue_0457_frame.png,1465.4205,"Right now, she's a mystery.",,,17,1.0,1105,110,346,620,8.281799515403257,GA,S01,E01,GAS01E01
